entry_id,old_billing_sku,old_kms,new_billing_sku,new_kms
5528,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
5530,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
5532,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
5535,"Good Farmer-15-PNB-PNB",149.90,"Good Farmer-15-DVO-DVO",156.40
5544,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6585,ABC-Cateel-PNB-PNB,308.00,ABC-Cateel-DVO-PNB,362.00
5587,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
5596,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6672,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
5604,"Good Farmer-18-PNB-PNB",146.40,"Good Farmer-18-DVO-PNB",169.40
5617,"Good Farmer-18-PNB-PNB",146.40,"Good Farmer-18-DVO-DVO",192.40
5625,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
5630,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
5635,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
6588,ABC-Cateel-PNB-PNB,308.00,ABC-Cateel-DVO-PNB,362.00
6662,ABC-Cateel-PNB-PNB,308.00,ABC-Cateel-DVO-PNB,362.00
6673,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
6711,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6720,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6736,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
6741,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
5674,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
5677,"Good Farmer-15-PNB-PNB",149.90,"Good Farmer-15-DVO-DVO",156.40
6619,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
6712,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6721,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6737,ABC-Cateel-PNB-PNB,308.00,ABC-Cateel-DVO-PNB,362.00
6755,"Good Farmer-17-PNB-PNB",132.40,"Good Farmer-17-DVO-DVO",178.40
6758,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
6760,Farmind-3-PNB-PNB,107.00,Farmind-3-PNB-DVO,143.00
5808,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
5811,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6621,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
5810,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
5880,"Good Farmer-15-PNB-PNB",149.90,"Good Farmer-15-DVO-DVO",156.40
5923,"Good Farmer-15-PNB-PNB",149.90,"Good Farmer-15-DVO-DVO",156.40
5924,"Good Farmer-15-PNB-PNB",149.90,"Good Farmer-15-DVO-DVO",156.40
5929,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
5940,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
5942,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
5943,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
5946,"Good Farmer-17-PNB-PNB",132.40,"Good Farmer-17-DVO-PNB",155.40
5988,"Good Farmer-15-PNB-PNB",149.90,"Good Farmer-15-DVO-DVO",156.40
5990,"Good Farmer-17-PNB-PNB",132.40,"Good Farmer-17-DVO-PNB",155.40
6013,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
5999,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-PNB,143.00
6003,"Good Farmer-2-PNB-PNB",129.20,"Good Farmer-2-DVO-PNB",145.40
6005,"Good Farmer-2-PNB-PNB",129.20,"Good Farmer-2-DVO-PNB",145.40
6010,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
6011,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
6665,ABC-Donmar-PNB-PNB,361.00,ABC-Donmar-DVO-DVO,340.00
6713,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6722,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6723,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6731,ABC-Cateel-PNB-PNB,308.00,ABC-Cateel-DVO-PNB,362.00
6014,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6015,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6016,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6018,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6594,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6623,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
6666,ABC-Donmar-PNB-PNB,361.00,ABC-Donmar-DVO-DVO,340.00
6667,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
6714,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6597,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6626,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6715,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6725,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6733,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
6598,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6669,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
6726,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6171,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
6172,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
6176,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
6178,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
6180,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
6181,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
6207,"Good Farmer-15-PNB-PNB",149.90,"Good Farmer-15-DVO-DVO",156.40
6208,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6209,"Good Farmer-18-PNB-PNB",146.40,"Good Farmer-18-DVO-DVO",192.40
6210,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6211,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6212,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6213,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6214,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6215,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6217,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
6218,"Good Farmer-11-PNB-PNB",167.40,"Good Farmer-11-DVO-DVO",213.40
6219,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6220,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6221,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6228,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6230,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6231,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6232,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6233,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6234,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6235,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6236,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6334,"Good Farmer-9-PNB-PNB",163.90,"Good Farmer-9-DVO-PNB",186.90
6342,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6343,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6344,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6345,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6346,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6347,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6348,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6367,ABC-Donmar-PNB-PNB,361.00,ABC-Donmar-DVO-PNB,323.00
6369,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-PNB,156.00
6370,ABC-Cateel-PNB-PNB,308.00,ABC-Cateel-DVO-PNB,362.00
6371,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
6373,ABC-Donmar-PNB-PNB,361.00,ABC-Donmar-DVO-DVO,340.00
6377,ABC-Cateel-PNB-PNB,308.00,ABC-Cateel-DVO-PNB,362.00
6379,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
6382,ABC-Donmar-PNB-PNB,361.00,ABC-Donmar-DVO-DVO,340.00
6383,ABC-Donmar-PNB-PNB,361.00,ABC-Donmar-DVO-PNB,323.00
6390,ABC-Cateel-PNB-PNB,308.00,ABC-Cateel-DVO-PNB,362.00
6394,ABC-Donmar-PNB-PNB,361.00,ABC-Donmar-DVO-PNB,323.00
6396,ABC-Donmar-PNB-PNB,361.00,ABC-Donmar-DVO-DVO,340.00
6397,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
6399,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
6412,ABC-Cateel-PNB-PNB,308.00,ABC-Cateel-DVO-PNB,362.00
6420,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-PNB",43.00
6449,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
6454,Farmind-1-PNB-PNB,107.00,Farmind-1-DVO-DVO,202.20
6464,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6466,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6499,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6503,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6507,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6528,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
6531,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
6601,"Good Farmer-18-PNB-PNB",146.40,"Good Farmer-18-DVO-PNB",169.40
6557,"Good Farmer-15-PNB-PNB",149.90,"Good Farmer-15-DVO-DVO",156.40
6560,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6561,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6562,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6563,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6761,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
9375,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
9395,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
9409,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
6778,ABC-Donmar-PNB-PNB,361.00,ABC-Donmar-DVO-DVO,340.00
6779,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
6800,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
6801,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
6803,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
6804,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
6809,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6810,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6811,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6812,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6813,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6835,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6836,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6837,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6843,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
6844,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
9380,Farmind-1-PNB-PNB,107.00,Farmind-1-DVO-DVO,202.20
9382,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
9398,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
6966,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6967,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6982,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
7004,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
7022,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
7027,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
7029,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
7032,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
7035,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
7036,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
7039,ABC-Donmar-PNB-PNB,361.00,ABC-Donmar-DVO-DVO,340.00
7048,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
7049,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
7050,"Good Farmer-18-PNB-PNB",146.40,"Good Farmer-18-DVO-DVO",192.40
7059,"Good Farmer-17-PNB-PNB",132.40,"Good Farmer-17-DVO-DVO",178.40
7061,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
7062,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6798,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
7112,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
7177,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
7182,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
7183,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
7206,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
7207,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
7214,ABC-Cateel-PNB-PNB,308.00,ABC-Cateel-DVO-PNB,362.00
7225,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
7226,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
7227,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
7228,Farmind-1-PNB-PNB,107.00,Farmind-1-DVO-DVO,202.20
7237,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
7238,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
7249,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
7250,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
7279,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
7280,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
7281,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
7285,"Good Farmer-1-PNB-PNB",107.00,"Good Farmer-1-DVO-DVO",202.20
7334,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-PNB,143.00
7337,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
7340,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
7381,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
7383,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
7384,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
7396,"Good Farmer-18-PNB-PNB",146.40,"Good Farmer-18-DVO-DVO",192.40
7398,"Good Farmer-11-PNB-PNB",167.40,"Good Farmer-11-PNB-DVO",213.40
7419,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
7420,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
7421,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
7422,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
7423,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
7425,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
7426,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
7427,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
7439,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
7441,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
7477,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
7482,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
7483,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
7485,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
7490,"Good Farmer-9-PNB-PNB",163.90,"Good Farmer-9-DVO-DVO",209.90
7492,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-PNB,143.00
7516,"Good Farmer-17-PNB-PNB",132.40,"Good Farmer-17-DVO-DVO",178.40
7531,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
7533,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
7537,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
7540,ABC-Donmar-PNB-PNB,361.00,ABC-Donmar-DVO-DVO,340.00
7545,ABC-Donmar-PNB-PNB,361.00,ABC-Donmar-DVO-DVO,340.00
7551,ABC-Donmar-PNB-PNB,361.00,ABC-Donmar-DVO-DVO,340.00
7555,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
7556,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
7558,"Good Farmer-11-PNB-PNB",167.40,"Good Farmer-11-DVO-DVO",213.40
7578,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
7579,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
7580,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
7583,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
7584,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
7585,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
7586,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
7587,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
7588,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
7589,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
7590,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
7610,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
7612,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
7614,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
7615,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
7616,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
7617,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
7618,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
7654,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
7656,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
7658,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
7660,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
7709,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
7717,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
7718,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
7724,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
7725,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
7790,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
7800,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
7825,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
7826,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
7859,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
7860,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
7891,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
7892,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
7896,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
7897,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
7898,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
7899,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
8001,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
8002,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
8003,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
8005,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
8006,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-PNB,156.00
8008,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
8076,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
8080,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
8098,"Good Farmer-15-PNB-PNB",149.90,"Good Farmer-15-PNB-DVO",114.60
8111,"Good Farmer-18-PNB-PNB",146.40,"Good Farmer-18-DVO-DVO",192.40
8114,"Good Farmer-18-PNB-PNB",146.40,"Good Farmer-18-DVO-DVO",192.40
8115,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
8116,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
8117,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
8136,"Good Farmer-2-PNB-PNB",129.20,"Good Farmer-2-DVO-DVO",161.60
9401,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
9387,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
8175,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
8270,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
8271,ABC-Cateel-PNB-PNB,308.00,ABC-Cateel-DVO-PNB,362.00
8272,ABC-Donmar-PNB-PNB,361.00,ABC-Donmar-DVO-DVO,340.00
8274,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
8276,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
8280,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
8287,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
8296,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
8377,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
8380,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
8387,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
8405,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
8406,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
8411,"Good Farmer-2-PNB-PNB",129.20,"Good Farmer-2-DVO-DVO",161.60
8414,"Good Farmer-18-PNB-PNB",146.40,"Good Farmer-18-DVO-DVO",192.40
8427,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
8430,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
8431,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
8432,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
8433,Farmind-1-PNB-PNB,107.00,Farmind-1-DVO-DVO,202.20
8434,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
8549,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
8560,ABC-Cateel-PNB-PNB,308.00,ABC-Cateel-DVO-PNB,362.00
8565,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
