entry_id,old_billing_sku,old_kms,new_billing_sku,new_kms
2613,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
2614,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
2615,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
2852,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
2621,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
2805,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
3070,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
3072,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
3083,"Good Farmer-2-PNB-PNB",129.20,"Good Farmer-2-DVO-DVO",161.60
3085,"Good Farmer-18-PNB-PNB",146.40,"Good Farmer-18-DVO-DVO",192.40
3086,"Good Farmer-18-PNB-PNB",146.40,"Good Farmer-18-DVO-DVO",192.40
3090,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
3097,ABC-Donmar-PNB-PNB,361.00,ABC-Donmar-DVO-DVO,340.00
3101,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
3102,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
3103,ABC-Donmar-PNB-PNB,361.00,ABC-Donmar-DVO-PNB,323.00
3112,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
3113,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
3116,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
3119,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
3122,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
3123,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
3153,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
3331,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-PNB,143.00
3332,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
3333,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-PNB,143.00
3334,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
3339,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
3343,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
3348,"Good Farmer-15-PNB-PNB",149.90,"Good Farmer-15-DVO-PNB",114.60
3353,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
3355,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
3356,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
3357,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
3358,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
3359,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
3360,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
3361,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
3362,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
3371,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
3374,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
3377,"Good Farmer-17-PNB-PNB",132.40,"Good Farmer-17-DVO-PNB",155.40
3380,"Good Farmer-17-PNB-PNB",132.40,"Good Farmer-17-DVO-DVO",178.40
3389,"Good Farmer-9-PNB-PNB",163.90,"Good Farmer-9-DVO-DVO",209.90
3402,"Good Farmer-1-PNB-PNB",107.00,"Good Farmer-1-DVO-DVO",202.20
3404,"Good Farmer-2-PNB-PNB",129.20,"Good Farmer-2-DVO-DVO",161.60
3405,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
3407,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-PNB,143.00
3408,"Good Farmer-2-PNB-PNB",129.20,"Good Farmer-2-DVO-PNB",145.40
3411,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
3412,ABC-Cateel-PNB-PNB,308.00,ABC-Cateel-PNB-DVO,362.00
3414,ABC-Donmar-PNB-PNB,361.00,ABC-Donmar-PNB-DVO,323.00
3422,ABC-Donmar-PNB-PNB,361.00,ABC-Donmar-DVO-DVO,340.00
3426,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
3427,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
3428,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
3429,ABC-Donmar-PNB-PNB,361.00,ABC-Donmar-DVO-DVO,340.00
3435,ABC-Donmar-PNB-PNB,361.00,ABC-Donmar-DVO-PNB,323.00
3436,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
3438,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
3440,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
3443,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
3444,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
3446,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
3447,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-PNB,156.00
3448,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
3454,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
3458,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-PNB,143.00
3459,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
3460,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
3461,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-PNB,156.00
3571,"Good Farmer-9-PNB-PNB",163.90,"Good Farmer-9-DVO-PNB",186.90
3572,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
3573,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
3577,"Good Farmer-15-PNB-PNB",149.90,"Good Farmer-15-DVO-PNB",114.60
3578,"Good Farmer-15-PNB-PNB",149.90,"Good Farmer-15-DVO-DVO",156.40
3579,"Good Farmer-15-PNB-PNB",149.90,"Good Farmer-15-DVO-DVO",156.40
3597,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
3598,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
3599,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4450,"Good Farmer-1-PNB-PNB",107.00,"Good Farmer-1-DVO-PNB",143.00
3732,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
3748,"Good Farmer-15-PNB-PNB",149.90,"Good Farmer-15-DVO-DVO",156.40
3749,ABC-Cateel-PNB-PNB,308.00,ABC-Cateel-PNB-DVO,362.00
3752,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
3756,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
3757,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
3759,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
3763,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-PNB,143.00
3764,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
6564,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
3780,"Good Farmer-17-PNB-PNB",132.40,"Good Farmer-17-DVO-DVO",178.40
3781,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
3790,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
3791,ABC-Cateel-PNB-PNB,308.00,ABC-Cateel-DVO-PNB,362.00
3795,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
3797,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
3801,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
3869,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-PNB,143.00
3870,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
3915,"Good Farmer-15-PNB-PNB",149.90,"Good Farmer-15-DVO-DVO",156.40
3918,"Good Farmer-15-PNB-PNB",149.90,"Good Farmer-15-DVO-DVO",156.40
3920,"Good Farmer-15-PNB-PNB",149.90,"Good Farmer-15-DVO-DVO",156.40
3921,"Good Farmer-15-PNB-PNB",149.90,"Good Farmer-15-DVO-DVO",156.40
3923,"Good Farmer-15-PNB-PNB",149.90,"Good Farmer-15-DVO-DVO",156.40
3925,"Good Farmer-2-PNB-PNB",129.20,"Good Farmer-2-DVO-PNB",145.40
3941,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
3942,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
3943,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
3944,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
3977,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-PNB,156.00
3980,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
3989,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
4012,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
4014,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
4019,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
4020,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
4022,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4032,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4038,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4044,"Good Farmer-15-PNB-PNB",149.90,"Good Farmer-15-DVO-DVO",156.40
4047,"Good Farmer-15-PNB-PNB",149.90,"Good Farmer-15-DVO-DVO",156.40
4060,"Good Farmer-11-PNB-PNB",167.40,"Good Farmer-11-DVO-DVO",213.40
4072,"Good Farmer-17-PNB-PNB",132.40,"Good Farmer-17-DVO-DVO",178.40
4073,"Good Farmer-2-PNB-PNB",129.20,"Good Farmer-2-DVO-PNB",145.40
4103,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
4104,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4105,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
4156,"Good Farmer-18-PNB-PNB",146.40,"Good Farmer-18-DVO-DVO",192.40
4181,"Good Farmer-11-PNB-PNB",167.40,"Good Farmer-11-PNB-DVO",213.40
4183,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
4186,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4187,"Good Farmer-15-PNB-PNB",149.90,"Good Farmer-15-PNB-DVO",114.60
4189,ABC-Cateel-PNB-PNB,308.00,ABC-Cateel-PNB-DVO,362.00
4193,ABC-Cateel-PNB-PNB,308.00,ABC-Cateel-DVO-PNB,362.00
4194,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
4196,ABC-Cateel-PNB-PNB,308.00,ABC-Cateel-DVO-PNB,362.00
4198,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
4199,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
4202,ABC-Cateel-PNB-PNB,308.00,ABC-Cateel-DVO-DVO,378.00
4203,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4204,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4205,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4206,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4207,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4208,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4209,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4210,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
4211,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
4212,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
4213,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
4214,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
4226,"Good Farmer-9-PNB-PNB",163.90,"Good Farmer-9-DVO-PNB",186.90
4229,"Good Farmer-11-PNB-PNB",167.40,"Good Farmer-11-PNB-DVO",213.40
4231,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
4237,"Good Farmer-15-PNB-PNB",149.90,"Good Farmer-15-PNB-DVO",114.60
4238,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
4241,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
4242,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
4243,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
4245,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
4252,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
4253,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
4270,"Good Farmer-15-PNB-PNB",149.90,"Good Farmer-15-PNB-DVO",114.60
4272,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
4273,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
4382,"Good Farmer-15-PNB-PNB",149.90,"Good Farmer-15-PNB-DVO",114.60
4384,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
4385,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
4386,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
4391,ABC-Cateel-PNB-PNB,308.00,ABC-Cateel-DVO-PNB,362.00
4429,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
4432,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
4455,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
4579,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
4580,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
4581,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
4614,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
4618,"Good Farmer-11-PNB-PNB",167.40,"Good Farmer-11-DVO-DVO",213.40
4619,"Good Farmer-18-PNB-PNB",146.40,"Good Farmer-18-DVO-DVO",192.40
4622,"Good Farmer-15-PNB-PNB",149.90,"Good Farmer-15-PNB-DVO",114.60
4623,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
4624,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
4631,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
4637,ABC-Donmar-PNB-PNB,361.00,ABC-Donmar-DVO-PNB,323.00
4639,ABC-Donmar-PNB-PNB,361.00,ABC-Donmar-DVO-DVO,340.00
4641,ABC-Cateel-PNB-PNB,308.00,ABC-Cateel-DVO-PNB,362.00
4663,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
4703,"Good Farmer-2-PNB-PNB",129.20,"Good Farmer-2-DVO-DVO",161.60
4705,"Good Farmer-15-PNB-PNB",149.90,"Good Farmer-15-PNB-DVO",114.60
4713,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
4717,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
4718,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4721,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
4723,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
4727,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
4748,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4749,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4750,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4751,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4752,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4753,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4759,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4760,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4762,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4763,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4764,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4765,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4773,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
4774,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
4775,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
4776,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
4778,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4779,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4782,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
4834,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
4798,"Good Farmer-15-PNB-PNB",149.90,"Good Farmer-15-PNB-DVO",114.60
4800,"Good Farmer-17-PNB-PNB",132.40,"Good Farmer-17-PNB-DVO",178.40
4809,"Good Farmer-15-PNB-PNB",149.90,"Good Farmer-15-PNB-DVO",114.60
4810,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4811,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4812,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4818,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4819,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4820,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4835,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
4838,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
4839,ABC-Cateel-PNB-PNB,308.00,ABC-Cateel-DVO-PNB,362.00
4841,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
4842,ABC-Cateel-PNB-PNB,308.00,ABC-Cateel-DVO-PNB,362.00
4843,ABC-Donmar-PNB-PNB,361.00,ABC-Donmar-PNB-DVO,323.00
4853,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
4870,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
4871,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
4875,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
4940,"Good Farmer-9-PNB-PNB",163.90,"Good Farmer-9-DVO-DVO",209.90
4941,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
4942,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4943,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4944,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
4945,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
4946,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
4947,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
4948,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4949,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
4969,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
4971,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
4972,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
4977,ABC-Donmar-PNB-PNB,361.00,ABC-Donmar-DVO-DVO,340.00
4978,ABC-Donmar-PNB-PNB,361.00,ABC-Donmar-DVO-DVO,340.00
4980,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-PNB,156.00
4981,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-PNB-DVO,185.00
4982,"Good Farmer-11-PNB-PNB",167.40,"Good Farmer-11-PNB-DVO",213.40
4986,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
4989,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
4993,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
5036,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
5037,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
5038,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
5041,"Good Farmer-18-PNB-PNB",146.40,"Good Farmer-18-PNB-DVO",192.40
5039,Farmind-18-DVO-PNB,169.40,Farmind-18-DVO-DVO,202.00
5088,"Good Farmer-17-PNB-PNB",132.40,"Good Farmer-17-DVO-DVO",178.40
5175,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
5176,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
5177,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
5179,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
5200,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
5201,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
5202,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
5203,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
5312,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6670,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
6654,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
6671,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
6727,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
6759,Farmind-1-PNB-PNB,107.00,Farmind-1-DVO-DVO,202.20
5297,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-PNB,143.00
5299,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
5326,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
6655,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
6656,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-PNB,143.00
6657,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
5384,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
5390,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
5391,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
5392,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
5393,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
5399,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
5401,ABC-Donmar-PNB-PNB,361.00,ABC-Donmar-DVO-DVO,340.00
5404,ABC-Donmar-PNB-PNB,361.00,ABC-Donmar-DVO-PNB,323.00
5407,ABC-Cateel-PNB-PNB,308.00,ABC-Cateel-DVO-PNB,362.00
5411,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
5413,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
5415,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
5416,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
5419,"Good Farmer-18-PNB-PNB",146.40,"Good Farmer-18-PNB-DVO",192.40
5434,ABC-Donmar-PNB-PNB,361.00,ABC-Donmar-DVO-DVO,340.00
5435,ABC-Cateel-PNB-PNB,308.00,ABC-Cateel-DVO-PNB,362.00
5440,"Good Farmer-17-PNB-PNB",132.40,"Good Farmer-17-DVO-PNB",155.40
5448,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
5449,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
5451,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
5452,Sumifru-6-PNB-PNB,171.40,Sumifru-6-DVO-DVO,171.40
5502,ABC-Donmar-PNB-PNB,361.00,ABC-Donmar-DVO-DVO,340.00
5503,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
5504,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
5505,ABC-Pantukan-PNB-PNB,130.00,ABC-Pantukan-DVO-DVO,185.00
6583,"TDC - CLASS B-SVT-PNB-PNB",10.00,"TDC - CLASS B-SVT-DVO-DVO",76.00
5517,ABC-Cateel-PNB-PNB,308.00,ABC-Cateel-DVO-PNB,362.00
5518,"Good Farmer-15-PNB-PNB",149.90,"Good Farmer-15-DVO-DVO",156.40
5519,Farmind-3-PNB-PNB,107.00,Farmind-3-DVO-DVO,202.00
5525,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
5526,Sumifru-10-DVO-PNB,186.90,Sumifru-10-DVO-DVO,171.40
