"Order Type","Sales Organization","Distribution Channel",Division,"Document Date","Billing Date",Sold-To,"Customer Tax Class","Document Currency",Reference,"Vessel Visit","Billed Services","Item Number","Material Code","Order Quantity","Sales Unit","Alternate Quantity","Condition Type",Price,"Condition Unit",Currency,"Forex Rate","Profit Center",PM,Activity,Route,TR,RV,GS
ZPSO,3200,20,31,"=""08/27/2026""","=""08/27/2026""",10003345,0,USD,"Sumifru Reefer Vans - 5",,"Hauling Containerized Bananas",10,FS00000002,1,TRP,1260,PR00,219465.96,1000,USD,61.718,3200010020,"=""137""",,"=""466""","=""100""",,"=""034"""
ZPSO,3200,20,31,"=""08/27/2026""","=""08/27/2026""",10003345,0,USD,"Sumifru Reefer Vans - 5",,"Hauling Containerized Bananas",20,FS00000002,1,TRP,1012,PR00,219465.96,1000,USD,61.718,3200010020,"=""137""",,"=""466""","=""163""",,"=""034"""
ZPSO,3200,20,31,"=""08/27/2026""","=""08/27/2026""",10003345,0,USD,"Sumifru Reefer Vans - 5",,"Hauling Containerized Bananas",30,FS00000002,1,TRP,1260,PR00,219465.96,1000,USD,61.718,3200010020,"=""137""",,"=""466""","=""100""",,"=""034"""
ZPSO,3200,20,31,"=""08/27/2026""","=""08/27/2026""",10003345,0,USD,"Sumifru Reefer Vans - 5",,"Hauling Containerized Bananas",40,FS00000002,1,TRP,1260,PR00,219465.96,1000,USD,61.718,3200010020,"=""137""",,"=""466""","=""100""",,"=""034"""
ZPSO,3200,20,31,"=""08/27/2026""","=""08/27/2026""",10003345,0,USD,"Sumifru Reefer Vans - 5",,"Hauling Containerized Bananas",50,FS00000002,1,TRP,1075,PR00,219465.96,1000,USD,61.718,3200010020,"=""149""",,"=""218""","=""304""",,"=""054"""
ZPSO,3200,20,31,"=""08/27/2026""","=""08/27/2026""",10003345,0,USD,"Sumifru Reefer Vans - 5",,"Hauling Containerized Bananas",60,FS00000002,1,TRP,749,PR00,219465.96,1000,USD,61.718,3200010020,"=""137""",,"=""466""","=""371""",,"=""034"""
ZPSO,3200,20,31,"=""08/27/2026""","=""08/27/2026""",10003345,0,USD,"Sumifru Reefer Vans - 5",,"Hauling Containerized Bananas",70,FS00000002,1,TRP,1224,PR00,219465.96,1000,USD,61.718,3200010020,"=""149""",,"=""466""","=""227""",,"=""052"""
ZPSO,3200,20,31,"=""08/27/2026""","=""08/27/2026""",10003345,0,USD,"Sumifru Reefer Vans - 5",,"Hauling Containerized Bananas",80,FS00000002,1,TRP,500,PR00,219465.96,1000,USD,61.718,3200010020,"=""148""",,"=""466""","=""235""",,"=""052"""
ZPSO,3200,20,31,"=""08/27/2026""","=""08/27/2026""",10003345,0,USD,"Sumifru Reefer Vans - 5",,"Hauling Containerized Bananas",90,FS00000002,1,TRP,1016,PR00,219465.96,1000,USD,61.718,3200010020,"=""137""",,"=""466""","=""163""",,"=""034"""
ZPSO,3200,20,31,"=""08/27/2026""","=""08/27/2026""",10003345,0,USD,"Sumifru Reefer Vans - 5",,"Hauling Containerized Bananas",100,FS00000002,1,TRP,1016,PR00,219465.96,1000,USD,61.718,3200010020,"=""152""",,"=""466""","=""247""",,"=""117"""
ZPSO,3200,20,31,"=""08/27/2026""","=""08/27/2026""",10003345,0,USD,"Sumifru Reefer Vans - 5",,"Hauling Containerized Bananas",110,FS00000002,1,TRP,1260,PR00,219465.96,1000,USD,61.718,3200010020,"=""136""",,"=""466""","=""302""",,"=""037"""
ZPSO,3200,20,31,"=""08/27/2026""","=""08/27/2026""",10003345,0,USD,"Sumifru Reefer Vans - 5",,"Hauling Containerized Bananas",120,FS00000002,1,TRP,1070,PR00,219465.96,1000,USD,61.718,3200010020,"=""148""",,"=""466""","=""298""",,"=""052"""
ZPSO,3200,20,31,"=""08/27/2026""","=""08/27/2026""",10003345,0,USD,"Sumifru Reefer Vans - 5",,"Hauling Containerized Bananas",130,FS00000002,1,TRP,1000,PR00,219465.96,1000,USD,61.718,3200010020,"=""155""",,"=""218""","=""416""",,"=""141"""
ZPSO,3200,20,31,"=""08/27/2026""","=""08/27/2026""",10003345,0,USD,"Sumifru Reefer Vans - 5",,"Hauling Containerized Bananas",140,FS00000002,1,TRP,726,PR00,219465.96,1000,USD,61.718,3200010020,"=""137""",,"=""466""","=""371""",,"=""034"""
ZPSO,3200,20,31,"=""08/27/2026""","=""08/27/2026""",10003345,0,USD,"Sumifru Reefer Vans - 5",,"Hauling Containerized Bananas",150,FS00000002,1,TRP,1008,PR00,219465.96,1000,USD,61.718,3200010020,"=""152""",,"=""466""","=""371""",,"=""117"""
ZPSO,3200,20,31,"=""08/27/2026""","=""08/27/2026""",10003345,0,USD,"Sumifru Reefer Vans - 5",,"Hauling Containerized Bananas",160,FS00000002,1,TRP,1260,PR00,219465.96,1000,USD,61.718,3200010020,"=""137""",,"=""466""","=""378""",,"=""034"""
ZPSO,3200,20,31,"=""08/27/2026""","=""08/27/2026""",10003345,0,USD,"Sumifru Reefer Vans - 5",,"Hauling Containerized Bananas",170,FS00000002,1,TRP,1000,PR00,219465.96,1000,USD,61.718,3200010020,"=""155""",,"=""218""","=""304""",,"=""141"""
ZPSO,3200,20,31,"=""08/27/2026""","=""08/27/2026""",10003345,0,USD,"Sumifru Reefer Vans - 5",,"Hauling Containerized Bananas",180,FS00000002,1,TRP,1000,PR00,219465.96,1000,USD,61.718,3200010020,"=""149""",,"=""218""","=""278""",,"=""054"""
ZPSO,3200,20,31,"=""08/27/2026""","=""08/27/2026""",10003345,0,USD,"Sumifru Reefer Vans - 5",,"Hauling Containerized Bananas",190,FS00000002,1,TRP,1176,PR00,219465.96,1000,USD,61.718,3200010020,"=""155""",,"=""218""","=""250""",,"=""052"""
ZPSO,3200,20,31,"=""08/27/2026""","=""08/27/2026""",10003345,0,USD,"Sumifru Reefer Vans - 5",,"Hauling Containerized Bananas",200,FS00000002,1,TRP,990,PR00,219465.96,1000,USD,61.718,3200010020,"=""136""",,"=""466""","=""300""",,"=""037"""
ZPSO,3200,20,31,"=""08/27/2026""","=""08/27/2026""",10003345,0,USD,"Sumifru Reefer Vans - 5",,"Hauling Containerized Bananas",210,FS00000002,1,TRP,1008,PR00,219465.96,1000,USD,61.718,3200010020,"=""136""",,"=""466""","=""100""",,"=""037"""
ZPSO,3200,20,31,"=""08/27/2026""","=""08/27/2026""",10003345,0,USD,"Sumifru Reefer Vans - 5",,"Hauling Containerized Bananas",220,FS00000002,1,TRP,1110,PR00,219465.96,1000,USD,61.718,3200010020,"=""149""",,"=""218""","=""227""",,"=""054"""
ZPSO,3200,20,31,"=""08/27/2026""","=""08/27/2026""",10003345,0,USD,"Sumifru Reefer Vans - 5",,"Hauling Containerized Bananas",230,FS00000002,1,TRP,1227,PR00,219465.96,1000,USD,61.718,3200010020,"=""136""",,"=""466""","=""302""",,"=""037"""
ZPSO,3200,20,31,"=""08/27/2026""","=""08/27/2026""",10003345,0,USD,"Sumifru Reefer Vans - 5",,"Hauling Containerized Bananas",240,FS00000002,1,TRP,1028,PR00,219465.96,1000,USD,61.718,3200010020,"=""148""",,"=""218""","=""235""",,"=""052"""
ZPSO,3200,20,31,"=""08/27/2026""","=""08/27/2026""",10003345,0,USD,"Sumifru Reefer Vans - 5",,"Hauling Containerized Bananas",250,FS00000002,1,TRP,1004,PR00,219465.96,1000,USD,61.718,3200010020,"=""155""",,"=""218""","=""298""",,"=""141"""
ZPSO,3200,20,31,"=""08/27/2026""","=""08/27/2026""",10003345,0,USD,"Sumifru Reefer Vans - 5",,"Hauling Containerized Bananas",260,FS00000002,1,TRP,1260,PR00,219465.96,1000,USD,61.718,3200010020,"=""149""",,"=""218""","=""416""",,"=""054"""
ZPSO,3200,20,31,"=""08/27/2026""","=""08/27/2026""",10003345,0,USD,"Sumifru Reefer Vans - 5",,"Hauling Containerized Bananas",270,FS00000002,1,TRP,1000,PR00,219465.96,1000,USD,61.718,3200010020,"=""148""",,"=""466""","=""396""",,"=""052"""
ZPSO,3200,20,31,"=""08/27/2026""","=""08/27/2026""",10003345,0,USD,"Sumifru Reefer Vans - 5",,"Hauling Containerized Bananas",280,FS00000002,1,TRP,1008,PR00,219465.96,1000,USD,61.718,3200010020,"=""136""",,"=""466""","=""371""",,"=""037"""
ZPSO,3200,20,31,"=""08/27/2026""","=""08/27/2026""",10003345,0,USD,"Sumifru Reefer Vans - 5",,"Hauling Containerized Bananas",290,FS00000002,1,TRP,1074,PR00,219465.96,1000,USD,61.718,3200010020,"=""148""",,"=""218""","=""250""",,"=""052"""
ZPSO,3200,20,31,"=""08/27/2026""","=""08/27/2026""",10003345,0,USD,"Sumifru Reefer Vans - 5",,"Hauling Containerized Bananas",300,FS00000002,1,TRP,1260,PR00,219465.96,1000,USD,61.718,3200010020,"=""155""",,"=""218""","=""304""",,"=""141"""
ZPSO,3200,20,31,"=""08/27/2026""","=""08/27/2026""",10003345,0,USD,"Sumifru Reefer Vans - 5",,"Hauling Containerized Bananas",310,FS00000002,1,TRP,1140,PR00,219465.96,1000,USD,61.718,3200010020,"=""149""",,"=""218""","=""227""",,"=""054"""
